Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos,Unnamed: 7,Ano
09/2014,10 - Saúde,125 - Normatização e fiscalização,"1.503.883,65","1.872.194,85","1.802.600,27","3.396.067,89",,2014
09/2014,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"1.678.430,02","782.414,67","513.421,77","205.358,85",,2014
09/2014,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"4.283.823,06","41.818.110,91","41.864.287,25","0,00",,2014
09/2014,10 - Saúde,541 - Preservação e conservação ambiental,"56.719,65","54.299,45","42.763,35","2.850,00",,2014
09/2014,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"6.297.016,55","2.144.542,24","1.767.603,40","21.613.113,53",,2014
09/2014,10 - Saúde,128 - Formação de recursos humanos,"- 20.850.007,33","79.722.334,82","71.511.045,75","2.520.037,88",,2014
09/2014,10 - Saúde,512 - Saneamento básico urbano,"127.361.983,45","16.493.362,85","8.961.984,57","46.929.884,45",,2014
09/2014,10 - Saúde,303 - Suporte profilático e terapêutico,"622.075.367,78","1.144.160.164,37","962.150.532,60","19.230.644,40",,2014
09/2014,10 - Saúde,571 - Desenvolvimento científico,"39.236.133,96","30.513.834,80","27.535.662,40","816.190,10",,2014
09/2014,10 - Saúde,305 - Vigilância epidemiológica,"170.453.488,06","128.485.369,84","205.755.398,54","7.879.139,70",,2014
09/2014,10 - Saúde,304 - Vigilância sanitária,"37.602.697,82","38.716.757,49","38.614.022,17","8.395.622,75",,2014
09/2014,10 - Saúde,423 - Assistência aos povos indígenas,"14.625.645,08","44.613.469,29","42.903.715,90","1.040.754,16",,2014
09/2014,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","1.075.836,24","219.551,65","215.305,10","490.002,25",,2014
09/2014,10 - Saúde,301 - Atenção básica,"1.842.141.230,56","1.253.439.140,96","1.348.406.379,60","44.687.842,35",,2014
09/2014,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"3.754.808.869,61","3.590.487.449,66","3.545.173.976,03","74.620.194,38",,2014
09/2014,10 - Saúde,122 - Administração geral,"231.729.912,80","764.525.138,33","752.417.592,91","6.471.973,46",,2014
10/2014,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","100.000,00",,2014
10/2014,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","31.529,16",,2014
10/2014,10 - Saúde,243 - Assistência à criança e ao adolescente,"0,00","0,00","0,00","1.469,14",,2014
10/2014,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","96.878,82","815.755,75","490.701,22","94.128,09",,2014
10/2014,10 - Saúde,131 - Comunicação social,"41.372,06","12.226.477,03","11.849.754,88","1.675.599,14",,2014
10/2014,10 - Saúde,541 - Preservação e conservação ambiental,"305,80","67.477,31","79.100,41","0,00",,2014
10/2014,10 - Saúde,124 - Controle interno,"3.323.011,28","6.843,67","6.843,67","0,00",,2014
10/2014,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","247.005,22",,2014
10/2014,10 - Saúde,511 - Saneamento básico rural,"10.378.985,16","2.655.475,63","3.887.903,61","12.479.986,29",,2014
10/2014,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"6.317.495,24","5.500.439,86","5.062.957,40","4.388.530,90",,2014
10/2014,10 - Saúde,121 - Planejamento e orçamento,"2.424.380,16","685.232,00","686.019,20","42.454,12",,2014
10/2014,10 - Saúde,126 - Tecnologia da informação,"9.985.155,45","36.707.981,25","34.474.775,18","5.366.455,10",,2014
10/2014,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","3.751.426,75","4.315.594,60","4.326.494,60","689.118,31",,2014
10/2014,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"5.478.118,05","42.029.236,09","41.653.143,84","0,00",,2014
10/2014,10 - Saúde,306 - Alimentação e nutrição,"0,00","1.414,95","94.541,21","144.945,52",,2014
10/2014,10 - Saúde,423 - Assistência aos povos indígenas,"41.503.861,33","50.267.055,96","52.218.992,31","1.338.339,31",,2014
10/2014,10 - Saúde,304 - Vigilância sanitária,"3.453.053,99","5.989.807,77","5.696.274,33","1.546.211,59",,2014
10/2014,10 - Saúde,305 - Vigilância epidemiológica,"450.517.664,43","398.572.273,60","142.584.612,22","13.560.806,33",,2014
10/2014,10 - Saúde,125 - Normatização e fiscalização,"1.022.597,53","5.393.021,49","5.015.490,36","58.559,73",,2014
10/2014,10 - Saúde,571 - Desenvolvimento científico,"15.919.197,93","25.056.460,98","26.919.509,53","6.507.779,80",,2014
10/2014,10 - Saúde,128 - Formação de recursos humanos,"26.808.843,54","136.146.526,30","140.550.440,19","3.946.649,98",,2014
10/2014,10 - Saúde,122 - Administração geral,"138.433.173,33","776.132.584,20","797.847.118,47","6.964.340,86",,2014
10/2014,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.864.984,39","2.990.505,60","2.236.653,60","230.731,17",,2014
10/2014,10 - Saúde,303 - Suporte profilático e terapêutico,"812.671.148,81","1.004.095.312,24","868.118.673,38","18.335.857,59",,2014
10/2014,10 - Saúde,301 - Atenção básica,"1.358.826.425,45","1.639.973.061,91","1.665.858.157,21","18.126.457,80",,2014
10/2014,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"3.605.362.518,07","3.916.629.013,80","3.855.950.711,75","40.345.997,60",,2014
10/2014,10 - Saúde,512 - Saneamento básico urbano,"39.199.170,20","102.879.293,76","110.407.259,84","54.645.427,67",,2014
11/2014,10 - Saúde,365 - Educação infantil,"0,00","0,00","0,00","0,00",,2014
11/2014,10 - Saúde,124 - Controle interno,"400.000,00","2.235.353,30","2.235.353,30","150.000,00",,2014
11/2014,10 - Saúde,131 - Comunicação social,"843.816,33","8.522.927,85","8.867.629,84","247.954,03",,2014
11/2014,10 - Saúde,126 - Tecnologia da informação,"278.028,58","43.770.181,32","45.253.432,58","6.370.195,47",,2014
11/2014,10 - Saúde,306 - Alimentação e nutrição,"8.359.000,00","8.359.000,00","8.359.550,00","20.000,00",,2014
11/2014,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","338.897,48",,2014
11/2014,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","19.297,20",,2014
11/2014,10 - Saúde,541 - Preservação e conservação ambiental,"485.626,68","76.916,35","69.555,60","1.890.343,62",,2014
11/2014,10 - Saúde,511 - Saneamento básico rural,"2.564.399,34","2.794.255,38","2.558.250,79","4.199.597,81",,2014
11/2014,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","514.409,97","80.520,46","406.031,54","186.740,23",,2014
11/2014,10 - Saúde,121 - Planejamento e orçamento,"1.350.768,41","998.217,01","885.664,75","36.063,24",,2014
11/2014,10 - Saúde,512 - Saneamento básico urbano,"35.338.440,43","13.217.353,56","12.947.139,13","16.281.991,52",,2014
11/2014,10 - Saúde,305 - Vigilância epidemiológica,"19.196.604,34","290.001.009,62","513.099.663,60","15.069.837,59",,2014
11/2014,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"- 8.710.973,46","41.197.210,51","41.306.384,37","0,00",,2014
11/2014,10 - Saúde,125 - Normatização e fiscalização,"2.650.695,75","5.833.310,03","5.810.911,66","25.386,42",,2014
11/2014,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","2.443.111,42","3.757.210,71","3.714.135,71","335.115,80",,2014
11/2014,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"80.520.263,48","7.318.937,31","8.209.275,39","12.470.239,08",,2014
11/2014,10 - Saúde,303 - Suporte profilático e terapêutico,"728.412.324,45","1.125.847.240,35","1.353.242.240,93","58.721.578,00",,2014
11/2014,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"262.169,58","788.955,37","1.703.826,90","231.088,70",,2014
11/2014,10 - Saúde,571 - Desenvolvimento científico,"46.196.108,94","20.014.165,97","22.374.915,45","6.493.753,12",,2014
11/2014,10 - Saúde,304 - Vigilância sanitária,"67.391.054,16","46.098.893,25","46.322.188,33","231.039,90",,2014
11/2014,10 - Saúde,423 - Assistência aos povos indígenas,"39.220.289,68","56.291.112,77","55.839.747,15","1.709.925,47",,2014
11/2014,10 - Saúde,128 - Formação de recursos humanos,"43.967.122,33","67.117.376,56","74.970.803,53","6.518.435,70",,2014
11/2014,10 - Saúde,122 - Administração geral,"398.262.804,88","1.110.179.455,78","1.105.152.176,93","7.543.344,09",,2014
11/2014,10 - Saúde,301 - Atenção básica,"1.462.984.107,31","1.633.215.110,79","1.393.054.838,96","53.867.609,08",,2014
11/2014,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"3.588.949.989,81","3.349.990.999,18","3.371.192.809,57","278.386.702,51",,2014
12/2014,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","0,00",,2014
12/2014,10 - Saúde,124 - Controle interno,"869.809,42","228.048,75","228.048,75","159.535,71",,2014
12/2014,10 - Saúde,541 - Preservação e conservação ambiental,"1.096.928,79","37.640,33","45.601,08","184.497,70",,2014
12/2014,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","811,87","927.283,63","931.073,63","14.012,85",,2014
12/2014,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","1.261.792,80",,2014
12/2014,10 - Saúde,131 - Comunicação social,"13.497.743,35","2.159.033,11","2.172.262,42","2.000.846,97",,2014
12/2014,10 - Saúde,511 - Saneamento básico rural,"30.211.625,16","6.892.615,40","1.656.635,89","2.407.701,15",,2014
12/2014,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","4.660.590,35","7.325.079,09","7.367.404,09","324.586,79",,2014
12/2014,10 - Saúde,306 - Alimentação e nutrição,"8.032.003,28","0,00","1.414,95","146.899,73",,2014
12/2014,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"1.453.680,44","15.020.224,75","15.346.707,10","10.820.186,04",,2014
12/2014,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"756.373,05","521.877,65","725.509,13","440.268,76",,2014
12/2014,10 - Saúde,126 - Tecnologia da informação,"6.146.571,57","35.262.470,85","35.645.428,87","1.856.385,13",,2014
12/2014,10 - Saúde,512 - Saneamento básico urbano,"80.648.795,13","2.712.623,34","967.092,86","6.411.324,12",,2014
12/2014,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","2.063.786,07",,2014
12/2014,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"- 11.968.260,54","41.715.840,68","41.871.075,60","0,00",,2014
12/2014,10 - Saúde,303 - Suporte profilático e terapêutico,"367.978.577,36","463.677.660,37","632.063.807,67","2.055.446,63",,2014
12/2014,10 - Saúde,305 - Vigilância epidemiológica,"784.243.310,57","435.395.196,15","500.305.464,30","9.217.995,34",,2014
12/2014,10 - Saúde,125 - Normatização e fiscalização,"1.246.534,34","4.245.442,11","4.719.224,84","24.237,98",,2014
12/2014,10 - Saúde,121 - Planejamento e orçamento,"975.744,64","3.602.727,06","3.710.369,67","564.990,37",,2014
12/2014,10 - Saúde,301 - Atenção básica,"871.781.765,29","811.237.982,41","1.080.926.431,73","15.509.234,27",,2014
12/2014,10 - Saúde,423 - Assistência aos povos indígenas,"61.030.989,85","110.981.075,76","110.941.579,80","781.223,49",,2014
12/2014,10 - Saúde,128 - Formação de recursos humanos,"25.118.228,74","139.568.292,59","140.928.481,69","7.680.320,17",,2014
12/2014,10 - Saúde,122 - Administração geral,"307.044.213,13","1.054.822.780,90","1.058.543.830,58","16.968.507,10",,2014
12/2014,10 - Saúde,304 - Vigilância sanitária,"49.569.418,72","58.045.102,10","58.206.170,11","865.702,26",,2014
12/2014,10 - Saúde,571 - Desenvolvimento científico,"39.870.358,78","49.829.482,90","51.441.306,11","2.520.215,22",,2014
12/2014,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"2.790.695.173,39","2.784.254.750,43","2.862.173.612,23","60.925.260,97",,2014
01/2015,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","2.689,20",,2015
01/2015,10 - Saúde,243 - Assistência à criança e ao adolescente,"0,00","0,00","0,00","536.236,57",,2015
01/2015,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","422.392,58",,2015
01/2015,10 - Saúde,121 - Planejamento e orçamento,"3.213.073,00","9.225,60","9.225,60","44.569,49",,2015
01/2015,10 - Saúde,124 - Controle interno,"20.000,00","0,00","0,00","204.787,40",,2015
01/2015,10 - Saúde,306 - Alimentação e nutrição,"0,00","0,00","0,00","455.859,45",,2015
01/2015,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","6.572.765,00","27.381,81","27.381,81","10.652.752,87",,2015
01/2015,10 - Saúde,511 - Saneamento básico rural,"22.127,60","0,00","0,00","2.531.078,75",,2015
01/2015,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"48.171.822,41","659.354,28","659.354,28","24.564.223,25",,2015
01/2015,10 - Saúde,541 - Preservação e conservação ambiental,"0,00","0,00","0,00","642,08",,2015
01/2015,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","156.566,58","93.868,75","93.868,75","9.621,58",,2015
01/2015,10 - Saúde,131 - Comunicação social,"1.038.253,30","800.374,23","800.374,23","11.950.001,58",,2015
01/2015,10 - Saúde,128 - Formação de recursos humanos,"194.400.477,60","35.395.532,63","28.556.505,22","5.585.639,82",,2015
01/2015,10 - Saúde,512 - Saneamento básico urbano,"52.888,47","1.992,60","1.992,60","23.802.161,64",,2015
01/2015,10 - Saúde,126 - Tecnologia da informação,"14.454.037,84","36.433,43","36.433,43","31.382.837,88",,2015
01/2015,10 - Saúde,301 - Atenção básica,"3.262.678.230,56","2.466.381.907,32","2.463.648.456,03","23.476.740,96",,2015
01/2015,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"465.285.086,61","37.674.462,07","36.939.651,21","2.090.390,15",,2015
01/2015,10 - Saúde,125 - Normatização e fiscalização,"2.245.041,51","109.700,49","92.346,11","1.405.916,80",,2015
01/2015,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"480.512,68","444.365,74","444.365,74","982.010,08",,2015
01/2015,10 - Saúde,423 - Assistência aos povos indígenas,"244.136.108,65","54.213.877,40","48.470.555,33","27.343.952,24",,2015
01/2015,10 - Saúde,305 - Vigilância epidemiológica,"283.080.455,02","171.771.684,30","168.703.684,30","226.481.289,36",,2015
01/2015,10 - Saúde,571 - Desenvolvimento científico,"21.093.456,87","10.173.821,30","5.790.863,01","24.794.810,42",,2015
01/2015,10 - Saúde,303 - Suporte profilático e terapêutico,"2.770.658.279,69","333.799.685,41","300.943.179,19","327.936.023,54",,2015
01/2015,10 - Saúde,304 - Vigilância sanitária,"19.992.958,47","1.206.557,56","1.082.034,67","1.967.173,46",,2015
01/2015,10 - Saúde,122 - Administração geral,"8.521.528.939,80","837.291.001,94","835.944.206,30","40.019.219,42",,2015
01/2015,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"11.563.414.651,50","4.752.182.960,78","4.714.002.432,91","207.699.451,86",,2015
02/2015,10 - Saúde,183 - Informação e inteligência,"0,00","0,00","0,00","89.838,00",,2015
02/2015,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","3.708.659,41",,2015
02/2015,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","9.519.803,21","4.277.301,45","1.945.673,93","6.541.042,07",,2015
02/2015,10 - Saúde,306 - Alimentação e nutrição,"20.045.000,00","0,00","0,00","834.876,91",,2015
02/2015,10 - Saúde,511 - Saneamento básico rural,"3.213.134,66","226.351,15","226.351,15","12.475.773,02",,2015
02/2015,10 - Saúde,131 - Comunicação social,"31.195.884,44","1.264.599,53","1.264.599,53","4.411.792,45",,2015
02/2015,10 - Saúde,541 - Preservação e conservação ambiental,"0,00","0,00","0,00","18.588,41",,2015
02/2015,10 - Saúde,512 - Saneamento básico urbano,"1.743.000,00","4.393,25","4.393,25","33.623.486,03",,2015
02/2015,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","797.567,93","694.766,39","694.766,39","118.546,36",,2015
02/2015,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.643.672,23","2.339.590,70","2.317.696,38","121.208,24",,2015
02/2015,10 - Saúde,128 - Formação de recursos humanos,"64.117.753,15","75.167.071,93","76.998.254,44","17.263.511,23",,2015
02/2015,10 - Saúde,124 - Controle interno,"45.000,00","1.754,18","1.754,18","296.291,70",,2015
02/2015,10 - Saúde,126 - Tecnologia da informação,"34.461.244,63","601.491,06","428.428,34","15.477.728,12",,2015
02/2015,10 - Saúde,121 - Planejamento e orçamento,"54.431,67","26.609,69","26.609,69","955.259,07",,2015
02/2015,10 - Saúde,125 - Normatização e fiscalização,"858.136,66","776.394,93","793.671,31","1.659.161,14",,2015
02/2015,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"3.894.387,48","40.277.714,22","40.547.850,02","896.637,91",,2015
02/2015,10 - Saúde,305 - Vigilância epidemiológica,"388.146.647,19","125.291.376,10","12.831.513,89","179.551.574,89",,2015
02/2015,10 - Saúde,301 - Atenção básica,"843.004.327,58","1.291.109.822,19","1.293.632.456,61","74.438.256,59",,2015
02/2015,10 - Saúde,423 - Assistência aos povos indígenas,"86.325.844,68","69.217.264,77","70.836.862,01","10.245.560,44",,2015
02/2015,10 - Saúde,304 - Vigilância sanitária,"5.076.355,71","3.019.517,29","3.091.221,13","2.166.173,08",,2015
02/2015,10 - Saúde,571 - Desenvolvimento científico,"21.345.596,23","10.170.933,37","12.580.850,86","10.741.607,87",,2015
02/2015,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"3.030.377,45","477.758,36","208.922,63","24.506.620,71",,2015
02/2015,10 - Saúde,122 - Administração geral,"180.194.497,35","786.224.198,67","771.717.332,36","33.983.955,21",,2015
02/2015,10 - Saúde,303 - Suporte profilático e terapêutico,"1.025.076.958,42","822.463.926,83","727.685.650,66","258.161.879,54",,2015
02/2015,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"685.220.290,58","3.507.887.277,45","3.240.079.262,10","324.971.049,19",,2015
03/2015,10 - Saúde,846 - Outros encargos especiais,"0,00","0,00","0,00","150.617,68",,2015
